outlet_id,outlet_name,state,city_or_scope,website,website_active,sustained_journalism,immigrant_or_diaspora_serving,institutional_form,public_institutional_signals,eligibility_status,primary_evidence_url,verification_notes,analysis_tier,core_inclusion,source_file,source_row_number
SC005,La Nación Hispana,,Greenville / Upstate,https://www.lanacionhispana.com/,historical_to_current_candidate,yes,yes,Spanish-language weekly newspaper/digital outlet,Harvard Spanish-media study identifies weekly print/digital operation in South Carolina,verified_include_with_secondary_evidence,https://cervantesobservatorio.fas.harvard.edu/sites/default/files/019_informes_periodismo_espanol_estados_unidos.pdf,Eligible provisionally; confirm 2026 cadence and ownership in deeper pass.,core_verified,yes,data/verification/south_carolina_verification_v1.csv,6
SC021,La Noticia - Rock Hill/SC market,,Rock Hill / Charlotte metro,https://lanoticia.com/,yes,yes,yes,North Carolina-based Spanish-language newsroom serving SC market,active regional Spanish-language newsroom; institutional base is North Carolina,multistate_market_case,https://lanoticia.com/,Do not count as South Carolina-based; retain as market-serving cross-state outlet.,contextual_noncore,no,data/verification/south_carolina_verification_v1.csv,22
IA001,La Prensa Iowa,,Denison / Western & Central Iowa,https://www.laprensaiowa.com/,yes,yes,yes,independent Spanish-language print/digital newspaper,founded 2006 by Nicaraguan immigrant journalist Lorena López; biweekly print plus digital; explicit focus on Spanish-speaking and Hispanic communities,verified_include,https://www.laprensaiowa.com/about-us/,Excellent immigrant-founded rural/local journalism case.,core_verified,yes,data/verification/iowa_verification_v1.csv,2
SC011,La Raza Charleston,,Charleston,https://laraza.com/,yes_station,mixed_news_entertainment,yes,Spanish-language commercial radio station within Norsan Media,active regional Mexican station serving Charleston; parent/network ownership documented,verified_include_market_case,https://dph.sc.gov/professionals/public-health-data/data-care-dtc/data-care-dtc-latinx-resources,Include as market-serving Spanish radio; journalism/public-affairs share should be coded separately.,core_verified,yes,data/verification/south_carolina_verification_v1.csv,12
SC012,La Raza Columbia,,Columbia,https://laraza.com/,yes_station,mixed_news_entertainment,yes,Spanish-language commercial radio station within Norsan Media,active Columbia Spanish-language station; Norsan ownership/network structure documented,verified_include_market_case,https://dph.sc.gov/professionals/public-health-data/data-care-dtc/data-care-dtc-latinx-resources,Include as market-serving Spanish radio; avoid double-counting parent network.,core_verified,yes,data/verification/south_carolina_verification_v1.csv,13
KS008,La Semana,,Garden City,,historical_or_unclear,historically_yes,yes,Spanish-language edition of Garden City Telegram,historical research documents La Semana as Spanish-language version; current 2026 operation not established,pending_verification,https://migration.ucdavis.edu/cf/more.php?id=157,Retain as historical/current-unclear.,pending_verification,no,data/verification/kansas_verification_v1.csv,9
NY007,La Tribuna Hispana USA,,NYC / Long Island / Westchester,https://latribunahispana.com/,likely_yes,likely_yes,yes,Spanish-language community newspaper,current brand/site discoverable; metro Latino-community orientation,pending_deeper_verification,https://latribunahispana.com/,"Retain as strong candidate; ownership, cadence and current institutional structure need direct verification.",pending_verification,no,data/verification/new_york_verification_v1.csv,8
AZ003,La Voz Arizona,,Phoenix / statewide,https://www.azcentral.com/la-voz/,yes,yes,yes,Spanish-language digital product within The Arizona Republic/Gannett,active Arizona Spanish-language news product serving Hispanic audiences,verified_include_hosted_language_product,https://www.phoenixmag.com/2026/03/01/waiting-for-translation/,Hosted/network-affiliated comparison case.,core_verified,yes,data/verification/arizona_verification_v1.csv,4
CT001,La Voz Hispana de Connecticut,,New Haven / statewide,https://lavozhispanact.com/,yes,yes,yes,Spanish-language weekly newspaper/digital outlet,active Sept. 2026; 135000+ weekly readership claim; distribution across Hartford New Haven Waterbury Bridgeport Norwalk and Stamford,verified_include,https://lavozhispanact.com/,Strong statewide Latino newspaper.,core_verified,yes,data/verification/connecticut_verification_v1.csv,2
VA008,Las Américas Newspaper,,Falls Church / Northern Virginia,,unclear_current_operation,historically_yes,yes,Spanish-language weekly newspaper,listed in Virginia newspaper directories,but strong current 2026 publication evidence not established,pending_verification,https://kiwix.thunderforge.net/content/wikipedia_en_all_maxi_2025-08/List_of_newspapers_in_Virginia,other_review_status,no,data/verification/virginia_verification_v1.csv,9
MD003,Latin Opinion,,Baltimore / statewide,,yes_via_current_media_appearance,yes_likely,yes,Baltimore-based Spanish-language media network,WYPR interviewed founder Erick Oribio in July 2026 and identified Latin Opinion as a Baltimore-based Spanish-language media network,verified_include_with_secondary_evidence,https://www.wypr.org/show/the-wypr-news-roundup/2026-07-10/baltimore-county-elections-venezuelas-earthquake-police-accountability-and-ice-cream,Promising core case; direct website,core_verified,yes,data/verification/maryland_verification_v1.csv,4
SC002,Latino Newspaper / Latino SC,,Greenville / statewide,https://latino4u.net/,current_listing,likely_yes,yes,Spanish-language statewide newspaper and online outlet,listed by South Carolina DPH as newspaper/online outlet serving Greenville and statewide,verified_include_with_directory_evidence,https://dph.sc.gov/professionals/public-health-data/data-care-dtc/data-care-dtc-latinx-resources,"Strong candidate; deeper pass should add current ownership, staff and publication cadence.",core_verified,yes,data/verification/south_carolina_verification_v1.csv,3
SC007,LatinX Today News,,Lowcountry / statewide,https://latinxtoday.com/,current_listing,likely_yes,yes,Latinx online news outlet,listed by South Carolina DPH as online media outlet serving Lowcountry/statewide,pending_deeper_verification,https://dph.sc.gov/professionals/public-health-data/data-care-dtc/data-care-dtc-latinx-resources,Retain; direct current newsroom/activity evidence still needed.,pending_verification,no,data/verification/south_carolina_verification_v1.csv,8
FL001,Le Floridien,,South Florida / Haitian diaspora,https://lefloridien.com/,yes,yes,yes,independent bilingual Haitian-American newspaper,founded 2001; twice-monthly; current Sept. 2026 editions; South Florida distribution and diaspora reporting,verified_include,https://lefloridien.com/about-us/,Excellent Haitian diaspora newsroom.,core_verified,yes,data/verification/florida_verification_v1.csv,2
NH003,Made En NH,,Statewide,https://www.nhpr.org/made-en-nh,yes,yes_series,yes,Latino culture/community series within NHPR Spanish-language initiative,current bilingual Latino community/culture reporting tied to Qué Hay de Nuevo,verified_include_hosted_program,https://www.nhpr.org/made-en-nh,Program-level case; do not double-count institution.,core_verified,yes,data/verification/new_hampshire_verification_v1.csv,4
MD006,Maryland Ethiopian/Amharic media lead,,Silver Spring / Montgomery County,,unresolved,unresolved,likely_yes_if_found,unresolved diaspora-media lead,first-pass searches did not establish a distinct current Maryland-based Ethiopian/Amharic newsroom,hold_unresolved,,Retain for deeper community-radio satellite TV and diaspora-directory search; do not infer absence.,hold_for_review,no,data/verification/maryland_verification_v1.csv,7
MD002,MarylandHispano.com,,Statewide,https://www.marylandhispano.com/,yes_recently_indexed,mixed_news_directory,yes,Spanish-language statewide community portal,explicitly serves Latino/Hispanic communities across Maryland cities and counties with news,services and events,verified_include_mixed_format,https://www.marylandhispano.com/noticias/,other_review_status,no,data/verification/maryland_verification_v1.csv,3
FL006,Miami Diario,,Miami / South Florida,https://miamidiario.com/,yes,yes,yes,Spanish-language digital local-news outlet,active Sept. 2026 Miami/Florida reporting with strong immigrant-community utility,verified_include,https://miamidiario.com/,Strong current Spanish-language local case.,core_verified,yes,data/verification/florida_verification_v1.csv,7
NM007,Más New Mexico,,Santa Fe / Albuquerque,,unclear_current_operation,unclear,yes,Spanish-language newspaper,recognized by New Mexico statute as official Spanish-language newspaper; current activity not established,pending_verification,https://law.justia.com/codes/new-mexico/chapter-14/article-11/section-14-11-13/,Retain pending current newsroom verification.,pending_verification,no,data/verification/new_mexico_verification_v1.csv,8
NM010,Navajo-language local news outlets,,Gallup / Farmington / Cibola County,,yes,yes,no_under_immigrant_definition,Indigenous-language local news outlets,2025 ecosystem study identifies three Navajo-language local outlets,exclude_core_indigenous_not_immigrant,https://iprsoftwaremedia.com/175/files/202511/NewsMapFullReport.pdf,Important for broader language-access context but outside immigrant-journalism core sample.,other_review_status,no,data/verification/new_mexico_verification_v1.csv,11
NH005,New Hampshire independent Latino media lead,,Manchester / Nashua,,unresolved,unresolved,likely_yes_if_found,unresolved independent Latino-media lead,first-pass search did not identify a distinct current independent newsroom beyond NHPR's Spanish-language initiative,hold_unresolved,,Do not interpret as absence; retain for directory/community search.,hold_for_review,no,data/verification/new_hampshire_verification_v1.csv,6
NY042,New York Amsterdam News,,Harlem / NYC,https://amsterdamnews.com/,yes,yes,unclear,historic Black community newspaper,active Harlem/Black community journalism,comparison_or_exclude_core,https://amsterdamnews.com/,Keep outside core immigrant frame unless sustained immigrant/diaspora service is demonstrated.,contextual_noncore,no,data/verification/new_york_verification_v1.csv,43
NY009,New York Latino,,New York City,https://newyorklatino.com/,yes,yes,yes,Spanish-language digital Latino news outlet,current 2026 local news; explicit mission to inform NY Latino community,verified_include,https://newyorklatino.com/,Current active local Latino outlet.,core_verified,yes,data/verification/new_york_verification_v1.csv,10
NJ005,News India Times,,Edison / national,https://newsindiatimes.com/,yes,yes,yes,Indian-American newspaper within Parikh Worldwide Media,publisher headquartered in Edison; active Sept. 2026 New Jersey community coverage alongside national diaspora reporting,verified_include_multiscale,https://newsindiatimes.com/,Strong South Asian diaspora newsroom; national scale should be coded separately.,core_verified,yes,data/verification/new_jersey_verification_v1.csv,6
