outlet_id,outlet_name,jurisdiction,field,proposed_value,reason,source_value,institutional_form,eligibility_status,verification_notes
IL020,Arab American News Chicago-area candidate,Illinois,journalism_intensity,unclear,journalism centrality not explicit enough for deterministic coding,unresolved | Arab-American media candidate | no distinct current Illinois newsroom established; avoid conflating with Michigan-based Arab American News,Arab-American media candidate,hold_unresolved,Retain only as unresolved discovery lead.
IL001,Borderless Magazine,Illinois,community_orientation,mixed_orientation,multiple or insufficiently specific community signals detected,yes | independent nonprofit immigration newsroom | 501(c)(3); English/Spanish; immigrant-centered mission; staff/programs/funding visible,independent nonprofit immigration newsroom,verified_include,Excellent core immigrant-journalism case.
IL008,Chicago Chinese News / Chicago Chinese Times,Illinois,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Chinese-language weekly/digital newspaper | current 2026 publication; Chinese community reporting; app/digital editions; Chicago-area operation,Chinese-language weekly/digital newspaper,verified_include,Strong Chinese-language diaspora case.
IL015,Chicago Shimpo,Illinois,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | nonprofit Japanese-English digital newspaper | founded 1945; transitioned online 2022; 501(c)(3); explicit Nikkei/U.S.-Japan community mission,nonprofit Japanese-English digital newspaper,verified_include,Strong Japanese diaspora/community case.
IL005,Chinatown Spotlight,Illinois,community_orientation,unclear,community orientation not explicit enough for deterministic coding,yes | Chinese community outlet candidate | no sufficiently specific current outlet identity confirmed,Chinese community outlet candidate,hold_unresolved,Retain candidate only.
IL005,Chinatown Spotlight,Illinois,journalism_intensity,unclear,journalism centrality not explicit enough for deterministic coding,unresolved | Chinese community outlet candidate | no sufficiently specific current outlet identity confirmed,Chinese community outlet candidate,hold_unresolved,Retain candidate only.
IL014,Draugas,Illinois,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Lithuanian-language newspaper with English-language sister publication | continuous Lithuanian publication since 1909; current Chicago editorial office; active 2026 institutional support,Lithuanian-language newspaper with English-language sister publication,verified_include,Strong diaspora newspaper case.
IL009,Dziennik Związkowy,Illinois,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Polish-language newspaper/digital outlet | continuous publication since 1908; current 2026 Chicago/Illinois coverage; editorial contact and print/digital presence,Polish-language newspaper/digital outlet,verified_include,Strong Polish diaspora newsroom.
IL006,El Día Newspaper,Illinois,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Spanish-language publication | site identity exists but current Chicago operation not sufficiently verified,Spanish-language publication,pending_verification,Retain pending direct evidence.
IL010,India Bulletin,Illinois,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Indian-American community publication | publication identity known but current 2026 activity not confirmed,Indian-American community publication,pending_verification,Retain candidate.
IL011,India Tribune,Illinois,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Indian-American biweekly newspaper/digital outlet | founded 1977 in Chicago; current 2026 publication; publisher/team/contact disclosed; national Indian-American readership,Indian-American biweekly newspaper/digital outlet,verified_include,Strong Indian diaspora news case.
IL013,Korea Times Chicago,Illinois,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Korean-American print and digital newsroom | operating since 1971; current Chicago office; print/e-paper; Korean-American community mission,Korean-American print and digital newsroom,verified_include,Strong Korean diaspora case.
