outlet_id,outlet_name,jurisdiction,field,proposed_value,reason,source_value,institutional_form,eligibility_status,verification_notes
CA001,El Tímpano,California,language_model,unclear,language output structure not explicit enough for deterministic coding,community-centered immigrant newsroom | mission/story; immigrant-serving mission; community-centered reporting,community-centered immigrant newsroom,verified_include,Strong fit. Explicitly serves Bay Area Latino and Mayan immigrants.
CA001,El Tímpano,California,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Oakland / Bay Area | California,community-centered immigrant newsroom,verified_include,Strong fit. Explicitly serves Bay Area Latino and Mayan immigrants.
CA003,India Currents,California,language_model,unclear,language output structure not explicit enough for deterministic coding,501(c)(3) nonprofit digital newsroom | staff; leadership; funding; annual reports; INN membership,501(c)(3) nonprofit digital newsroom,verified_include,Strong institutional visibility and explicit Indian-diaspora mission.
CA003,India Currents,California,geographic_scope,transnational_or_diaspora,transnational/diaspora reach indicated; verify principal service geography,Bay Area | California,501(c)(3) nonprofit digital newsroom,verified_include,Strong institutional visibility and explicit Indian-diaspora mission.
CA019,KBBF 89.1 FM,California,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Santa Rosa / North Bay | California,nonprofit multilingual community radio,verified_include,Strong community-radio case.
CA010,Korea Daily / JoongAng Ilbo LA,California,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Korean American newspaper/media network,Korean American newspaper/media network,verified_include,Excellent fit for institutional scale variation.
CA010,Korea Daily / JoongAng Ilbo LA,California,language_model,unclear,language output structure not explicit enough for deterministic coding,Korean American newspaper/media network | mission; LA headquarters; immigrant-service orientation; regional network,Korean American newspaper/media network,verified_include,Excellent fit for institutional scale variation.
CA021,La Nueva Voz,California,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,bilingual local community newspaper,bilingual local community newspaper,verified_include,"Eligible, though broader community focus means immigrant-serving intensity should be coded later."
CA021,La Nueva Voz,California,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Pomona | California,bilingual local community newspaper,verified_include,"Eligible, though broader community focus means immigrant-serving intensity should be coded later."
CA013,La Opinión,California,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,large commercial Spanish-language newsroom,large commercial Spanish-language newsroom,verified_include,"Strong fit, but should later be coded as large/networked comparison case."
CA013,La Opinión,California,media_format,unclear,no clear primary format found,large commercial Spanish-language newsroom,large commercial Spanish-language newsroom,verified_include,"Strong fit, but should later be coded as large/networked comparison case."
CA013,La Opinión,California,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Los Angeles | California,large commercial Spanish-language newsroom,verified_include,"Strong fit, but should later be coded as large/networked comparison case."
CA027,Myanmar Gazette,California,record_type,unclear,boundary/pending record requires manual record-type decision,pending_verification,Burmese community media,pending_verification,Keep candidate; current website and active publication need direct verification.
CA027,Myanmar Gazette,California,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Burmese community media,Burmese community media,pending_verification,Keep candidate; current website and active publication need direct verification.
CA027,Myanmar Gazette,California,media_format,unclear,no clear primary format found,Burmese community media,Burmese community media,pending_verification,Keep candidate; current website and active publication need direct verification.
CA027,Myanmar Gazette,California,language_model,unclear,language output structure not explicit enough for deterministic coding,Burmese community media | directory evidence only in current pass,Burmese community media,pending_verification,Keep candidate; current website and active publication need direct verification.
CA027,Myanmar Gazette,California,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Los Angeles area | California,Burmese community media,pending_verification,Keep candidate; current website and active publication need direct verification.
CA027,Myanmar Gazette,California,institutional_relationship,unclear,relationship structure not explicit enough for deterministic coding,Burmese community media | pending_verification | Keep candidate; current website and active publication need direct verification.,Burmese community media,pending_verification,Keep candidate; current website and active publication need direct verification.
CA027,Myanmar Gazette,California,newsroom_independence_form,unclear,organizational separateness not explicit enough for deterministic coding,Burmese community media | Keep candidate; current website and active publication need direct verification.,Burmese community media,pending_verification,Keep candidate; current website and active publication need direct verification.
