outlet_id,organization_id,outlet_name,jurisdiction,state_or_market,city_or_scope,website,record_type,ownership_or_governance_form_phase1a,media_format,language_model,community_orientation,geographic_scope,founding_year,founding_status,founder_or_origin_note,parent_or_host_name,parent_resource_relationship,legal_organizational_form,ownership_structure,governing_board_public,board_or_governance_url,public_staff_count,staff_size_band,staff_count_basis,editorial_leadership_public,public_editorial_roles,employment_model_public,revenue_model,revenue_sources_public,annual_revenue_amount,annual_revenue_year,revenue_band,funders_publicly_named,named_funders,funding_source_url,network_memberships,network_membership_status,collaborative_partnerships_public,partnership_note,legal_support_status,legal_support_scope,legal_support_provider,legal_support_source_url,legal_support_disclosure_status,safety_support_status,safety_support_types,safety_policy_public,safety_source_url,editorial_policy_public,corrections_policy_public,ethics_policy_public,privacy_or_source_policy_public,publishing_cadence,platform_presence,platform_dependence_public_signal,platform_monetization_status,monetized_platforms,platform_monetization_model,platform_revenue_dependency,platform_revenue_share_or_amount,platform_revenue_evidence_url,referral_dependency_status,major_referral_sources,owned_audience_channels,owned_audience_strength_public_signal,platform_policy_financial_exposure,documented_demonetization_or_restriction_event,platform_risk_source_url,revenue_concentration_public_signal,grant_dependency_public_signal,government_advertising_dependency_public_signal,major_funding_loss_event_public,financial_security_note,public_contact_available,public_contact_type,editor_or_leader_name_public,editor_or_leader_role_public,recruitment_source_url,primary_enrichment_source_url,secondary_enrichment_source_url,source_type,evidence_date,date_checked,enrichment_confidence,enrichment_notes,enrichment_version
CA004,,Nichi Bei News,California,California,San Francisco,https://www.nichibei.org/,standalone_outlet,nonprofit,print,unclear,diaspora_national_origin,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.nichibei.org/about/,,,,,not_searched,,phase1b-v1.0
CA015,,Peninsula 360 Press,California,California,Redwood City / San Mateo County,https://peninsula360press.com/,standalone_outlet,unclear,unclear,multilingual,immigrant_general,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://peninsula360press.com/en/we/,,,,,not_searched,,phase1b-v1.0
CA018,,Radio Bilingüe,California,California,Fresno / statewide network,https://radiobilingue.org/,standalone_outlet,mixed_or_hybrid,radio,single_non_english,language_community,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://radiobilingue.org/en/about-us,,,,,not_searched,,phase1b-v1.0
CA020,,Radio Indígena,California,California,Oxnard,https://mixteco.org/radio-indigena/,standalone_outlet,nonprofit,radio,unclear,mixed_orientation,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://mixteco.org/radio-indigena/,,,,,not_searched,,phase1b-v1.0
CA005,,Rafu Shimpo,California,California,Los Angeles,https://rafu.com/,standalone_outlet,unclear,print,bilingual,unclear,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://rafu.com/about/,,,,,not_searched,,phase1b-v1.0
CA023,,San Fernando Valley Sun / El Sol,California,California,San Fernando Valley,https://sanfernandosun.com/,standalone_outlet,unclear,print,bilingual,unclear,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://sanfernandosun.com/about-us/,,,,,not_searched,,phase1b-v1.0
CA009,,The Korea Times Los Angeles,California,California,Los Angeles,https://www.koreatimes.com/,standalone_outlet,unclear,print,single_non_english,language_community,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://epaper.koreatimes.com/,,,,,not_searched,,phase1b-v1.0
CA007,,Viet Bao Daily News,California,California,Westminster / Garden Grove,https://vietbao.com/,standalone_outlet,unclear,print,single_non_english,language_community,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://ocvote.gov/vi/community/election-official-partnership/community-contact-list,,,,,not_searched,,phase1b-v1.0
CA011,,World Journal California,California,California,Los Angeles / Bay Area,https://www.worldjournal.com/,standalone_outlet,unclear,unclear,single_non_english,language_community,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.worldjournal.net/%E6%B4%9B%E6%9D%89%E7%A3%AF%E4%B8%96%E7%95%8C%E6%97%A5%E5%A0%B1/,,,,,not_searched,,phase1b-v1.0
CO006,,Asian Avenue Magazine,Colorado,Colorado,Denver / statewide,https://www.asianavemag.com/,standalone_outlet,unclear,print,unclear,ethnic_or_racial_community,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.asianavemag.com/about,,,,,not_searched,,phase1b-v1.0
CO005,,Colorado Chinese News,Colorado,Colorado,Denver,https://kzhb.us/,standalone_outlet,unclear,print,single_non_english,diaspora_national_origin,transnational_or_diaspora,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.denverlibrary.org/colorado-newspaper-resources,,,,,not_searched,,phase1b-v1.0
CO003,,El Comercio de Colorado,Colorado,Colorado,Denver / Aurora / statewide,https://elcomerciodecolorado.com/,standalone_outlet,unclear,print,bilingual,immigrant_general,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://elcomerciodecolorado.com/renovacion-y-compromiso/,,,,,not_searched,,phase1b-v1.0
CO004,,El Semanario / The Weekly Issue,Colorado,Colorado,Denver / statewide,https://www.elsemanarioonline.com/,standalone_outlet,unclear,digital,bilingual,ethnic_or_racial_community,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.elsemanarioonline.com/,,,,,not_searched,,phase1b-v1.0
CO002,,La Prensa de Colorado,Colorado,Colorado,Denver metro / Northern Colorado / Colorado Springs,https://laprensadecolorado.com/,standalone_outlet,unclear,print,single_non_english,ethnic_or_racial_community,metro,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://laprensadecolorado.com/quienes-somos-who-are-we/,,,,,not_searched,,phase1b-v1.0
CO001,,La Voz Colorado,Colorado,Colorado,Denver / statewide,https://lavozcolorado.com/,standalone_outlet,unclear,print,bilingual,ethnic_or_racial_community,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://lavozcolorado.com/2024/01/17/lavozcolorado-has-a-permanent-home-at-the-denver-public-library/,,,,,not_searched,,phase1b-v1.0
CO007,,Telemundo Colorado / KDEN,Colorado,Colorado,Denver metro / statewide,https://www.telemundodenver.com/,network_affiliate_or_local_station,unclear,television,single_non_english,language_community,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.telemundodenver.com/noticias/local/quienes-somos-conoce-a-telemundo-colorado-sobre-nosotros/2430933/,,,,,not_searched,,phase1b-v1.0
CT004,,ConnecticutLatino.com,Connecticut,Connecticut,Statewide,https://www.connecticutlatino.com/,standalone_outlet,unclear,unclear,single_non_english,ethnic_or_racial_community,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.connecticutlatino.com/,,,,,not_searched,,phase1b-v1.0
CT003,,CT Mirror en Español,Connecticut,Connecticut,Statewide,https://ctmirror.org/espanol/,hosted_language_product,nonprofit,unclear,language_specific_product_within_host,ethnic_or_racial_community,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://ctmirror.org/espanol/,,,,,not_searched,,phase1b-v1.0
CT002,,Identidad Latina Multimedia,Connecticut,Connecticut,Hartford / statewide,https://identidadlatina.com/,standalone_outlet,unclear,mixed_platform,unclear,ethnic_or_racial_community,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://identidadlatina.com/about-us/,,,,,not_searched,,phase1b-v1.0
CT006,,Identidad Latina Radio,Connecticut,Connecticut,Hartford / statewide,https://identidadlatina.com/,hosted_program,unclear,radio,unclear,unclear,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://identidadlatina.com/,,,,,not_searched,,phase1b-v1.0
CT001,,La Voz Hispana de Connecticut,Connecticut,Connecticut,New Haven / statewide,https://lavozhispanact.com/,standalone_outlet,unclear,print,single_non_english,ethnic_or_racial_community,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://lavozhispanact.com/,,,,,not_searched,,phase1b-v1.0
